data_hora,potencia_kw,energia_kwh,temperatura_inversor,fonte_id
2025-05-09 14:08:34.345025,3.701,0.925,26.6,2
2025-05-09 14:23:34.345025,2.844,0.711,38.3,2
2025-05-09 14:38:34.345025,3.101,0.775,41.4,2
2025-05-09 14:53:34.345025,2.909,0.727,42.1,2
2025-05-09 15:08:34.345025,2.51,0.627,40.5,2
2025-05-09 15:23:34.345025,2.928,0.732,44.7,2
2025-05-09 15:38:34.345025,2.599,0.65,34.4,2
2025-05-09 15:53:34.345025,3.341,0.835,30.3,2
2025-05-09 16:08:34.345025,2.183,0.546,36.0,2
2025-05-09 16:23:34.345025,2.364,0.591,34.7,2
2025-05-09 16:38:34.345025,1.841,0.46,26.3,2
2025-05-09 16:53:34.345025,2.316,0.579,35.8,2
2025-05-09 17:08:34.345025,1.069,0.267,38.2,2
2025-05-09 17:23:34.345025,0.991,0.248,44.0,2
2025-05-09 17:38:34.345025,1.249,0.312,32.2,2
2025-05-09 17:53:34.345025,1.006,0.252,31.0,2
2025-05-09 18:08:34.345025,0.455,0.114,33.4,2
2025-05-09 18:23:34.345025,0.396,0.099,33.6,2
2025-05-09 18:38:34.345025,0.357,0.089,37.3,2
2025-05-09 18:53:34.345025,0.376,0.094,38.5,2
2025-05-09 19:08:34.345025,0.0,0.0,29.7,2
2025-05-09 19:23:34.345025,0.0,0.0,35.8,2
2025-05-09 19:38:34.345025,0.0,0.0,41.7,2
2025-05-09 19:53:34.345025,0.0,0.0,29.6,2
2025-05-09 20:08:34.345025,0.0,0.0,26.5,2
2025-05-09 20:23:34.345025,0.0,0.0,40.4,2
2025-05-09 20:38:34.345025,0.0,0.0,31.4,2
2025-05-09 20:53:34.345025,0.0,0.0,40.8,2
2025-05-09 21:08:34.345025,0.0,0.0,40.8,2
2025-05-09 21:23:34.345025,0.0,0.0,43.4,2
2025-05-09 21:38:34.345025,0.0,0.0,31.9,2
2025-05-09 21:53:34.345025,0.0,0.0,30.2,2
2025-05-09 22:08:34.345025,0.0,0.0,38.6,2
2025-05-09 22:23:34.345025,0.0,0.0,42.1,2
2025-05-09 22:38:34.345025,0.0,0.0,32.6,2
2025-05-09 22:53:34.345025,0.0,0.0,30.9,2
2025-05-09 23:08:34.345025,0.0,0.0,35.0,2
2025-05-09 23:23:34.345025,0.0,0.0,27.3,2
2025-05-09 23:38:34.345025,0.0,0.0,27.3,2
2025-05-09 23:53:34.345025,0.0,0.0,41.1,2
2025-05-10 00:08:34.345025,0.0,0.0,30.0,2
2025-05-10 00:23:34.345025,0.0,0.0,29.2,2
2025-05-10 00:38:34.345025,0.0,0.0,28.7,2
2025-05-10 00:53:34.345025,0.0,0.0,26.6,2
2025-05-10 01:08:34.345025,0.0,0.0,31.0,2
2025-05-10 01:23:34.345025,0.0,0.0,36.7,2
2025-05-10 01:38:34.345025,0.0,0.0,32.6,2
2025-05-10 01:53:34.345025,0.0,0.0,32.4,2
2025-05-10 02:08:34.345025,0.0,0.0,33.1,2
2025-05-10 02:23:34.345025,0.0,0.0,43.0,2
2025-05-10 02:38:34.345025,0.0,0.0,27.9,2
2025-05-10 02:53:34.345025,0.0,0.0,29.6,2
2025-05-10 03:08:34.345025,0.0,0.0,36.0,2
2025-05-10 03:23:34.345025,0.0,0.0,26.3,2
2025-05-10 03:38:34.345025,0.0,0.0,34.3,2
2025-05-10 03:53:34.345025,0.0,0.0,40.0,2
2025-05-10 04:08:34.345025,0.0,0.0,43.4,2
2025-05-10 04:23:34.345025,0.0,0.0,25.6,2
2025-05-10 04:38:34.345025,0.0,0.0,34.8,2
2025-05-10 04:53:34.345025,0.0,0.0,35.4,2
2025-05-10 05:08:34.345025,0.0,0.0,28.6,2
2025-05-10 05:23:34.345025,0.0,0.0,26.0,2
2025-05-10 05:38:34.345025,0.0,0.0,41.3,2
2025-05-10 05:53:34.345025,0.0,0.0,42.6,2
2025-05-10 06:08:34.345025,0.31,0.078,33.5,2
2025-05-10 06:23:34.345025,0.281,0.07,43.6,2
2025-05-10 06:38:34.345025,0.284,0.071,44.3,2
2025-05-10 06:53:34.345025,0.31,0.078,36.6,2
2025-05-10 07:08:34.345025,0.893,0.223,30.4,2
2025-05-10 07:23:34.345025,1.138,0.285,29.7,2
2025-05-10 07:38:34.345025,1.137,0.284,30.9,2
2025-05-10 07:53:34.345025,0.868,0.217,44.8,2
2025-05-10 08:08:34.345025,1.672,0.418,31.8,2
2025-05-10 08:23:34.345025,1.469,0.367,25.4,2
2025-05-10 08:38:34.345025,1.633,0.408,31.7,2
2025-05-10 08:53:34.345025,1.677,0.419,29.6,2
2025-05-10 09:08:34.345025,2.292,0.573,44.6,2
2025-05-10 09:23:34.345025,2.616,0.654,30.2,2
2025-05-10 09:38:34.345025,2.017,0.504,31.3,2
2025-05-10 09:53:34.345025,2.524,0.631,45.0,2
2025-05-10 10:08:34.345025,2.887,0.722,34.3,2
2025-05-10 10:23:34.345025,2.136,0.534,28.6,2
2025-05-10 10:38:34.345025,2.188,0.547,33.5,2
2025-05-10 10:53:34.345025,3.059,0.765,38.2,2
2025-05-10 11:08:34.345025,3.165,0.791,40.3,2
2025-05-10 11:23:34.345025,3.272,0.818,31.5,2
2025-05-10 11:38:34.345025,3.229,0.807,34.6,2
2025-05-10 11:53:34.345025,2.6,0.65,35.9,2
2025-05-10 12:08:34.345025,2.703,0.676,41.9,2
2025-05-10 12:23:34.345025,3.31,0.828,42.6,2
2025-05-10 12:38:34.345025,2.703,0.676,30.3,2
2025-05-10 12:53:34.345025,3.396,0.849,43.6,2
2025-05-10 13:08:34.345025,2.834,0.708,29.7,2
2025-05-10 13:23:34.345025,2.428,0.607,27.5,2
2025-05-10 13:38:34.345025,2.985,0.746,32.5,2
2025-05-10 13:53:34.345025,2.911,0.728,44.7,2
2025-05-10 14:08:34.345025,2.174,0.544,36.3,2
2025-05-10 14:23:34.345025,2.5,0.625,41.2,2
2025-05-10 14:38:34.345025,2.61,0.652,38.7,2
2025-05-10 14:53:34.345025,2.994,0.749,39.3,2
2025-05-10 15:08:34.345025,2.246,0.561,38.1,2
2025-05-10 15:23:34.345025,2.158,0.539,36.9,2
2025-05-10 15:38:34.345025,2.24,0.56,37.0,2
2025-05-10 15:53:34.345025,1.846,0.461,40.8,2
2025-05-10 16:08:34.345025,1.794,0.448,25.4,2
2025-05-10 16:23:34.345025,1.477,0.369,28.4,2
2025-05-10 16:38:34.345025,1.308,0.327,44.8,2
2025-05-10 16:53:34.345025,1.693,0.423,32.7,2
2025-05-10 17:08:34.345025,0.786,0.197,29.1,2
2025-05-10 17:23:34.345025,1.108,0.277,35.2,2
2025-05-10 17:38:34.345025,0.992,0.248,41.5,2
2025-05-10 17:53:34.345025,1.005,0.251,34.4,2
2025-05-10 18:08:34.345025,0.32,0.08,43.0,2
2025-05-10 18:23:34.345025,0.319,0.08,43.6,2
2025-05-10 18:38:34.345025,0.338,0.084,28.7,2
2025-05-10 18:53:34.345025,0.38,0.095,41.2,2
2025-05-10 19:08:34.345025,0.0,0.0,35.8,2
2025-05-10 19:23:34.345025,0.0,0.0,26.8,2
2025-05-10 19:38:34.345025,0.0,0.0,28.6,2
2025-05-10 19:53:34.345025,0.0,0.0,28.8,2
2025-05-10 20:08:34.345025,0.0,0.0,25.2,2
2025-05-10 20:23:34.345025,0.0,0.0,42.2,2
2025-05-10 20:38:34.345025,0.0,0.0,37.9,2
2025-05-10 20:53:34.345025,0.0,0.0,36.5,2
2025-05-10 21:08:34.345025,0.0,0.0,29.8,2
2025-05-10 21:23:34.345025,0.0,0.0,32.7,2
2025-05-10 21:38:34.345025,0.0,0.0,30.5,2
2025-05-10 21:53:34.345025,0.0,0.0,27.8,2
2025-05-10 22:08:34.345025,0.0,0.0,37.0,2
2025-05-10 22:23:34.345025,0.0,0.0,35.3,2
2025-05-10 22:38:34.345025,0.0,0.0,38.8,2
2025-05-10 22:53:34.345025,0.0,0.0,35.7,2
2025-05-10 23:08:34.345025,0.0,0.0,27.7,2
2025-05-10 23:23:34.345025,0.0,0.0,42.1,2
2025-05-10 23:38:34.345025,0.0,0.0,35.6,2
2025-05-10 23:53:34.345025,0.0,0.0,25.2,2
2025-05-11 00:08:34.345025,0.0,0.0,40.4,2
2025-05-11 00:23:34.345025,0.0,0.0,39.9,2
2025-05-11 00:38:34.345025,0.0,0.0,37.9,2
2025-05-11 00:53:34.345025,0.0,0.0,43.8,2
2025-05-11 01:08:34.345025,0.0,0.0,27.9,2
2025-05-11 01:23:34.345025,0.0,0.0,31.8,2
2025-05-11 01:38:34.345025,0.0,0.0,33.3,2
2025-05-11 01:53:34.345025,0.0,0.0,35.1,2
2025-05-11 02:08:34.345025,0.0,0.0,39.2,2
2025-05-11 02:23:34.345025,0.0,0.0,38.0,2
2025-05-11 02:38:34.345025,0.0,0.0,42.6,2
2025-05-11 02:53:34.345025,0.0,0.0,30.7,2
2025-05-11 03:08:34.345025,0.0,0.0,35.5,2
2025-05-11 03:23:34.345025,0.0,0.0,31.7,2
2025-05-11 03:38:34.345025,0.0,0.0,35.8,2
2025-05-11 03:53:34.345025,0.0,0.0,39.4,2
2025-05-11 04:08:34.345025,0.0,0.0,42.7,2
2025-05-11 04:23:34.345025,0.0,0.0,37.7,2
2025-05-11 04:38:34.345025,0.0,0.0,38.8,2
2025-05-11 04:53:34.345025,0.0,0.0,32.9,2
2025-05-11 05:08:34.345025,0.0,0.0,31.5,2
2025-05-11 05:23:34.345025,0.0,0.0,36.0,2
2025-05-11 05:38:34.345025,0.0,0.0,26.9,2
2025-05-11 05:53:34.345025,0.0,0.0,34.2,2
2025-05-11 06:08:34.345025,0.305,0.076,43.2,2
2025-05-11 06:23:34.345025,0.264,0.066,25.7,2
2025-05-11 06:38:34.345025,0.293,0.073,43.5,2
2025-05-11 06:53:34.345025,0.351,0.088,33.5,2
2025-05-11 07:08:34.345025,0.795,0.199,33.1,2
2025-05-11 07:23:34.345025,0.837,0.209,29.1,2
2025-05-11 07:38:34.345025,1.148,0.287,38.3,2
2025-05-11 07:53:34.345025,0.868,0.217,29.7,2
2025-05-11 08:08:34.345025,1.866,0.466,30.8,2
2025-05-11 08:23:34.345025,1.689,0.422,32.3,2
2025-05-11 08:38:34.345025,1.425,0.356,32.8,2
2025-05-11 08:53:34.345025,1.674,0.418,27.8,2
2025-05-11 09:08:34.345025,2.141,0.535,36.7,2
2025-05-11 09:23:34.345025,2.045,0.511,42.4,2
2025-05-11 09:38:34.345025,2.519,0.63,37.9,2
2025-05-11 09:53:34.345025,2.196,0.549,39.4,2
2025-05-11 10:08:34.345025,3.036,0.759,32.4,2
2025-05-11 10:23:34.345025,2.363,0.591,38.6,2
2025-05-11 10:38:34.345025,2.197,0.549,41.3,2
2025-05-11 10:53:34.345025,2.313,0.578,25.5,2
2025-05-11 11:08:34.345025,3.328,0.832,32.9,2
2025-05-11 11:23:34.345025,2.573,0.643,34.8,2
2025-05-11 11:38:34.345025,3.326,0.831,29.0,2
2025-05-11 11:53:34.345025,2.904,0.726,30.2,2
2025-05-11 12:08:34.345025,2.916,0.729,25.9,2
2025-05-11 12:23:34.345025,2.733,0.683,29.3,2
2025-05-11 12:38:34.345025,3.137,0.784,36.2,2
2025-05-11 12:53:34.345025,3.591,0.898,25.7,2
2025-05-11 13:08:34.345025,3.449,0.862,25.4,2
2025-05-11 13:23:34.345025,2.394,0.599,32.2,2
2025-05-11 13:38:34.345025,3.331,0.833,40.8,2
2025-05-11 13:53:34.345025,2.513,0.628,28.4,2
2025-05-11 14:08:34.345025,3.042,0.761,38.2,2
2025-05-11 14:23:34.345025,2.767,0.692,31.5,2
2025-05-11 14:38:34.345025,2.158,0.539,41.9,2
2025-05-11 14:53:34.345025,2.246,0.562,30.7,2
2025-05-11 15:08:34.345025,2.246,0.562,36.4,2
2025-05-11 15:23:34.345025,2.136,0.534,41.5,2
2025-05-11 15:38:34.345025,2.058,0.514,41.5,2
2025-05-11 15:53:34.345025,2.374,0.594,27.0,2
2025-05-11 16:08:34.345025,1.875,0.469,39.3,2
2025-05-11 16:23:34.345025,1.433,0.358,32.1,2
2025-05-11 16:38:34.345025,1.887,0.472,43.4,2
2025-05-11 16:53:34.345025,1.8,0.45,29.1,2
2025-05-11 17:08:34.345025,1.117,0.279,38.9,2
2025-05-11 17:23:34.345025,0.806,0.201,33.3,2
2025-05-11 17:38:34.345025,1.034,0.258,38.7,2
2025-05-11 17:53:34.345025,0.888,0.222,40.6,2
2025-05-11 18:08:34.345025,0.376,0.094,28.7,2
2025-05-11 18:23:34.345025,0.291,0.073,35.3,2
2025-05-11 18:38:34.345025,0.301,0.075,43.2,2
2025-05-11 18:53:34.345025,0.347,0.087,35.7,2
2025-05-11 19:08:34.345025,0.0,0.0,41.4,2
2025-05-11 19:23:34.345025,0.0,0.0,26.2,2
2025-05-11 19:38:34.345025,0.0,0.0,39.9,2
2025-05-11 19:53:34.345025,0.0,0.0,35.9,2
2025-05-11 20:08:34.345025,0.0,0.0,25.8,2
2025-05-11 20:23:34.345025,0.0,0.0,30.1,2
2025-05-11 20:38:34.345025,0.0,0.0,37.0,2
2025-05-11 20:53:34.345025,0.0,0.0,44.9,2
2025-05-11 21:08:34.345025,0.0,0.0,35.9,2
2025-05-11 21:23:34.345025,0.0,0.0,41.7,2
2025-05-11 21:38:34.345025,0.0,0.0,39.2,2
2025-05-11 21:53:34.345025,0.0,0.0,40.6,2
2025-05-11 22:08:34.345025,0.0,0.0,36.4,2
2025-05-11 22:23:34.345025,0.0,0.0,38.2,2
2025-05-11 22:38:34.345025,0.0,0.0,34.5,2
2025-05-11 22:53:34.345025,0.0,0.0,28.2,2
2025-05-11 23:08:34.345025,0.0,0.0,30.2,2
2025-05-11 23:23:34.345025,0.0,0.0,34.8,2
2025-05-11 23:38:34.345025,0.0,0.0,28.8,2
2025-05-11 23:53:34.345025,0.0,0.0,35.3,2
2025-05-12 00:08:34.345025,0.0,0.0,42.9,2
2025-05-12 00:23:34.345025,0.0,0.0,34.8,2
2025-05-12 00:38:34.345025,0.0,0.0,36.6,2
2025-05-12 00:53:34.345025,0.0,0.0,33.4,2
2025-05-12 01:08:34.345025,0.0,0.0,39.9,2
2025-05-12 01:23:34.345025,0.0,0.0,43.4,2
2025-05-12 01:38:34.345025,0.0,0.0,39.8,2
2025-05-12 01:53:34.345025,0.0,0.0,44.5,2
2025-05-12 02:08:34.345025,0.0,0.0,44.2,2
2025-05-12 02:23:34.345025,0.0,0.0,28.0,2
2025-05-12 02:38:34.345025,0.0,0.0,35.8,2
2025-05-12 02:53:34.345025,0.0,0.0,26.1,2
2025-05-12 03:08:34.345025,0.0,0.0,37.8,2
2025-05-12 03:23:34.345025,0.0,0.0,40.6,2
2025-05-12 03:38:34.345025,0.0,0.0,31.0,2
2025-05-12 03:53:34.345025,0.0,0.0,43.6,2
2025-05-12 04:08:34.345025,0.0,0.0,37.2,2
2025-05-12 04:23:34.345025,0.0,0.0,39.8,2
2025-05-12 04:38:34.345025,0.0,0.0,30.6,2
2025-05-12 04:53:34.345025,0.0,0.0,44.3,2
2025-05-12 05:08:34.345025,0.0,0.0,26.9,2
2025-05-12 05:23:34.345025,0.0,0.0,42.2,2
2025-05-12 05:38:34.345025,0.0,0.0,27.1,2
2025-05-12 05:53:34.345025,0.0,0.0,26.9,2
2025-05-12 06:08:34.345025,0.471,0.118,37.5,2
2025-05-12 06:23:34.345025,0.478,0.119,26.2,2
2025-05-12 06:38:34.345025,0.472,0.118,38.0,2
2025-05-12 06:53:34.345025,0.365,0.091,40.5,2
2025-05-12 07:08:34.345025,1.266,0.317,38.0,2
2025-05-12 07:23:34.345025,1.366,0.342,42.4,2
2025-05-12 07:38:34.345025,1.386,0.347,27.9,2
2025-05-12 07:53:34.345025,1.184,0.296,29.9,2
2025-05-12 08:08:34.345025,1.884,0.471,40.8,2
2025-05-12 08:23:34.345025,1.648,0.412,33.4,2
2025-05-12 08:38:34.345025,2.366,0.592,35.9,2
2025-05-12 08:53:34.345025,2.108,0.527,40.9,2
2025-05-12 09:08:34.345025,2.556,0.639,28.2,2
2025-05-12 09:23:34.345025,2.49,0.622,27.5,2
2025-05-12 09:38:34.345025,2.842,0.71,37.6,2
2025-05-12 09:53:34.345025,2.379,0.595,39.0,2
2025-05-12 10:08:34.345025,2.775,0.694,37.5,2
2025-05-12 10:23:34.345025,2.771,0.693,33.0,2
2025-05-12 10:38:34.345025,3.171,0.793,34.6,2
2025-05-12 10:53:34.345025,3.055,0.764,36.2,2
2025-05-12 11:08:34.345025,3.522,0.88,40.3,2
2025-05-12 11:23:34.345025,4.202,1.051,31.1,2
2025-05-12 11:38:34.345025,3.247,0.812,32.8,2
2025-05-12 11:53:34.345025,3.831,0.958,25.6,2
2025-05-12 12:08:34.345025,4.243,1.061,39.6,2
2025-05-12 12:23:34.345025,3.507,0.877,35.9,2
2025-05-12 12:38:34.345025,4.774,1.194,33.4,2
2025-05-12 12:53:34.345025,3.522,0.881,38.6,2
2025-05-12 13:08:34.345025,4.098,1.025,36.7,2
2025-05-12 13:23:34.345025,3.242,0.81,25.5,2
2025-05-12 13:38:34.345025,3.653,0.913,37.9,2
2025-05-12 13:53:34.345025,3.768,0.942,35.6,2
2025-05-12 14:08:34.345025,2.569,0.642,28.3,2
2025-05-12 14:23:34.345025,3.258,0.814,28.3,2
2025-05-12 14:38:34.345025,3.179,0.795,40.6,2
2025-05-12 14:53:34.345025,3.124,0.781,34.8,2
2025-05-12 15:08:34.345025,2.584,0.646,41.2,2
2025-05-12 15:23:34.345025,2.974,0.743,31.2,2
2025-05-12 15:38:34.345025,2.607,0.652,37.4,2
2025-05-12 15:53:34.345025,2.326,0.582,37.6,2
2025-05-12 16:08:34.345025,2.106,0.527,41.1,2
2025-05-12 16:23:34.345025,1.896,0.474,31.4,2
2025-05-12 16:38:34.345025,1.923,0.481,25.9,2
2025-05-12 16:53:34.345025,2.232,0.558,26.2,2
2025-05-12 17:08:34.345025,1.25,0.312,30.8,2
2025-05-12 17:23:34.345025,1.113,0.278,41.1,2
2025-05-12 17:38:34.345025,1.366,0.342,41.9,2
2025-05-12 17:53:34.345025,1.268,0.317,37.7,2
2025-05-12 18:08:34.345025,0.394,0.099,26.6,2
2025-05-12 18:23:34.345025,0.357,0.089,35.7,2
2025-05-12 18:38:34.345025,0.452,0.113,27.8,2
2025-05-12 18:53:34.345025,0.43,0.108,26.3,2
2025-05-12 19:08:34.345025,0.0,0.0,35.2,2
2025-05-12 19:23:34.345025,0.0,0.0,34.6,2
2025-05-12 19:38:34.345025,0.0,0.0,25.3,2
2025-05-12 19:53:34.345025,0.0,0.0,41.6,2
2025-05-12 20:08:34.345025,0.0,0.0,38.8,2
2025-05-12 20:23:34.345025,0.0,0.0,37.6,2
2025-05-12 20:38:34.345025,0.0,0.0,27.5,2
2025-05-12 20:53:34.345025,0.0,0.0,26.8,2
2025-05-12 21:08:34.345025,0.0,0.0,35.4,2
2025-05-12 21:23:34.345025,0.0,0.0,38.0,2
2025-05-12 21:38:34.345025,0.0,0.0,37.1,2
2025-05-12 21:53:34.345025,0.0,0.0,33.9,2
2025-05-12 22:08:34.345025,0.0,0.0,37.8,2
2025-05-12 22:23:34.345025,0.0,0.0,33.0,2
2025-05-12 22:38:34.345025,0.0,0.0,27.7,2
2025-05-12 22:53:34.345025,0.0,0.0,28.6,2
2025-05-12 23:08:34.345025,0.0,0.0,43.9,2
2025-05-12 23:23:34.345025,0.0,0.0,29.3,2
2025-05-12 23:38:34.345025,0.0,0.0,26.4,2
2025-05-12 23:53:34.345025,0.0,0.0,42.9,2
2025-05-13 00:08:34.345025,0.0,0.0,44.3,2
2025-05-13 00:23:34.345025,0.0,0.0,40.1,2
2025-05-13 00:38:34.345025,0.0,0.0,25.6,2
2025-05-13 00:53:34.345025,0.0,0.0,39.8,2
2025-05-13 01:08:34.345025,0.0,0.0,37.5,2
2025-05-13 01:23:34.345025,0.0,0.0,27.5,2
2025-05-13 01:38:34.345025,0.0,0.0,40.0,2
2025-05-13 01:53:34.345025,0.0,0.0,36.7,2
2025-05-13 02:08:34.345025,0.0,0.0,26.3,2
2025-05-13 02:23:34.345025,0.0,0.0,44.6,2
2025-05-13 02:38:34.345025,0.0,0.0,42.9,2
2025-05-13 02:53:34.345025,0.0,0.0,43.6,2
2025-05-13 03:08:34.345025,0.0,0.0,40.3,2
2025-05-13 03:23:34.345025,0.0,0.0,29.0,2
2025-05-13 03:38:34.345025,0.0,0.0,26.0,2
2025-05-13 03:53:34.345025,0.0,0.0,35.2,2
2025-05-13 04:08:34.345025,0.0,0.0,40.0,2
2025-05-13 04:23:34.345025,0.0,0.0,30.0,2
2025-05-13 04:38:34.345025,0.0,0.0,30.8,2
2025-05-13 04:53:34.345025,0.0,0.0,41.5,2
2025-05-13 05:08:34.345025,0.0,0.0,26.8,2
2025-05-13 05:23:34.345025,0.0,0.0,26.4,2
2025-05-13 05:38:34.345025,0.0,0.0,34.8,2
2025-05-13 05:53:34.345025,0.0,0.0,29.8,2
2025-05-13 06:08:34.345025,0.394,0.099,34.0,2
2025-05-13 06:23:34.345025,0.366,0.092,26.2,2
2025-05-13 06:38:34.345025,0.385,0.096,25.6,2
2025-05-13 06:53:34.345025,0.372,0.093,35.2,2
2025-05-13 07:08:34.345025,1.222,0.306,39.1,2
2025-05-13 07:23:34.345025,1.183,0.296,42.7,2
2025-05-13 07:38:34.345025,0.998,0.249,34.7,2
2025-05-13 07:53:34.345025,1.3,0.325,30.9,2
2025-05-13 08:08:34.345025,2.24,0.56,30.1,2
2025-05-13 08:23:34.345025,2.163,0.541,44.9,2
2025-05-13 08:38:34.345025,2.236,0.559,30.1,2
2025-05-13 08:53:34.345025,2.306,0.577,42.2,2
2025-05-13 09:08:34.345025,2.253,0.563,35.7,2
2025-05-13 09:23:34.345025,2.67,0.667,27.3,2
2025-05-13 09:38:34.345025,2.369,0.592,32.6,2
2025-05-13 09:53:34.345025,2.962,0.74,25.5,2
2025-05-13 10:08:34.345025,2.816,0.704,29.8,2
2025-05-13 10:23:34.345025,2.832,0.708,30.2,2
2025-05-13 10:38:34.345025,2.728,0.682,35.6,2
2025-05-13 10:53:34.345025,3.145,0.786,25.1,2
2025-05-13 11:08:34.345025,3.134,0.783,41.8,2
2025-05-13 11:23:34.345025,4.001,1.0,36.5,2
2025-05-13 11:38:34.345025,3.565,0.891,30.6,2
2025-05-13 11:53:34.345025,2.953,0.738,28.4,2
2025-05-13 12:08:34.345025,4.241,1.06,30.7,2
2025-05-13 12:23:34.345025,3.549,0.887,29.9,2
2025-05-13 12:38:34.345025,4.219,1.055,30.4,2
2025-05-13 12:53:34.345025,3.205,0.801,42.0,2
2025-05-13 13:08:34.345025,4.219,1.055,42.5,2
2025-05-13 13:23:34.345025,3.651,0.913,27.4,2
2025-05-13 13:38:34.345025,4.118,1.029,39.7,2
2025-05-13 13:53:34.345025,2.968,0.742,26.0,2
2025-05-13 14:08:34.345025,3.284,0.821,42.6,2
2025-05-13 14:23:34.345025,3.218,0.805,32.7,2
2025-05-13 14:38:34.345025,3.396,0.849,44.6,2
2025-05-13 14:53:34.345025,3.143,0.786,32.2,2
2025-05-13 15:08:34.345025,2.256,0.564,40.3,2
2025-05-13 15:23:34.345025,2.655,0.664,39.9,2
2025-05-13 15:38:34.345025,3.345,0.836,44.5,2
2025-05-13 15:53:34.345025,2.959,0.74,39.2,2
2025-05-13 16:08:34.345025,2.201,0.55,36.8,2
2025-05-13 16:23:34.345025,2.146,0.536,34.3,2
2025-05-13 16:38:34.345025,1.785,0.446,29.4,2
2025-05-13 16:53:34.345025,2.079,0.52,39.7,2
2025-05-13 17:08:34.345025,0.974,0.244,29.7,2
2025-05-13 17:23:34.345025,1.287,0.322,41.0,2
2025-05-13 17:38:34.345025,1.409,0.352,26.6,2
2025-05-13 17:53:34.345025,1.011,0.253,29.2,2
2025-05-13 18:08:34.345025,0.446,0.111,32.6,2
2025-05-13 18:23:34.345025,0.366,0.092,42.8,2
2025-05-13 18:38:34.345025,0.356,0.089,28.7,2
2025-05-13 18:53:34.345025,0.33,0.083,33.5,2
2025-05-13 19:08:34.345025,0.0,0.0,33.9,2
2025-05-13 19:23:34.345025,0.0,0.0,35.8,2
2025-05-13 19:38:34.345025,0.0,0.0,25.1,2
2025-05-13 19:53:34.345025,0.0,0.0,27.9,2
2025-05-13 20:08:34.345025,0.0,0.0,41.5,2
2025-05-13 20:23:34.345025,0.0,0.0,25.3,2
2025-05-13 20:38:34.345025,0.0,0.0,39.1,2
2025-05-13 20:53:34.345025,0.0,0.0,29.0,2
2025-05-13 21:08:34.345025,0.0,0.0,37.5,2
2025-05-13 21:23:34.345025,0.0,0.0,36.8,2
2025-05-13 21:38:34.345025,0.0,0.0,26.5,2
2025-05-13 21:53:34.345025,0.0,0.0,42.1,2
2025-05-13 22:08:34.345025,0.0,0.0,43.3,2
2025-05-13 22:23:34.345025,0.0,0.0,41.4,2
2025-05-13 22:38:34.345025,0.0,0.0,30.9,2
2025-05-13 22:53:34.345025,0.0,0.0,30.5,2
2025-05-13 23:08:34.345025,0.0,0.0,41.0,2
2025-05-13 23:23:34.345025,0.0,0.0,32.4,2
2025-05-13 23:38:34.345025,0.0,0.0,30.9,2
2025-05-13 23:53:34.345025,0.0,0.0,42.3,2
2025-05-14 00:08:34.345025,0.0,0.0,42.6,2
2025-05-14 00:23:34.345025,0.0,0.0,30.6,2
2025-05-14 00:38:34.345025,0.0,0.0,30.4,2
2025-05-14 00:53:34.345025,0.0,0.0,39.8,2
2025-05-14 01:08:34.345025,0.0,0.0,39.4,2
2025-05-14 01:23:34.345025,0.0,0.0,33.8,2
2025-05-14 01:38:34.345025,0.0,0.0,43.9,2
2025-05-14 01:53:34.345025,0.0,0.0,30.9,2
2025-05-14 02:08:34.345025,0.0,0.0,36.2,2
2025-05-14 02:23:34.345025,0.0,0.0,31.9,2
2025-05-14 02:38:34.345025,0.0,0.0,43.9,2
2025-05-14 02:53:34.345025,0.0,0.0,32.3,2
2025-05-14 03:08:34.345025,0.0,0.0,25.4,2
2025-05-14 03:23:34.345025,0.0,0.0,26.9,2
2025-05-14 03:38:34.345025,0.0,0.0,28.8,2
2025-05-14 03:53:34.345025,0.0,0.0,36.6,2
2025-05-14 04:08:34.345025,0.0,0.0,39.3,2
2025-05-14 04:23:34.345025,0.0,0.0,33.7,2
2025-05-14 04:38:34.345025,0.0,0.0,33.8,2
2025-05-14 04:53:34.345025,0.0,0.0,33.1,2
2025-05-14 05:08:34.345025,0.0,0.0,31.9,2
2025-05-14 05:23:34.345025,0.0,0.0,33.0,2
2025-05-14 05:38:34.345025,0.0,0.0,33.8,2
2025-05-14 05:53:34.345025,0.0,0.0,37.0,2
2025-05-14 06:08:34.345025,0.385,0.096,43.4,2
2025-05-14 06:23:34.345025,0.353,0.088,26.2,2
2025-05-14 06:38:34.345025,0.444,0.111,39.6,2
2025-05-14 06:53:34.345025,0.392,0.098,26.7,2
2025-05-14 07:08:34.345025,1.026,0.256,39.7,2
2025-05-14 07:23:34.345025,1.316,0.329,33.3,2
2025-05-14 07:38:34.345025,1.117,0.279,28.3,2
2025-05-14 07:53:34.345025,1.328,0.332,34.2,2
2025-05-14 08:08:34.345025,2.191,0.548,28.9,2
2025-05-14 08:23:34.345025,1.964,0.491,32.3,2
2025-05-14 08:38:34.345025,2.163,0.541,29.4,2
2025-05-14 08:53:34.345025,1.886,0.471,41.8,2
2025-05-14 09:08:34.345025,2.39,0.597,40.9,2
2025-05-14 09:23:34.345025,2.758,0.689,43.1,2
2025-05-14 09:38:34.345025,2.649,0.662,41.9,2
2025-05-14 09:53:34.345025,3.351,0.838,32.9,2
2025-05-14 10:08:34.345025,3.193,0.798,32.1,2
